Jenis Peninggalan Sejarah,2013,2014,2015,2016,2017,,,,,,,
Bangunan Cagar Budaya ,511,520,947,877,881,,,,,,,
Benda Cagar Budaya ,747,747,762,763,764,,,,,,,
Situs ,95,95,176,184,184,,,,,,,
Kawasan Cagar Budaya ,12,12,13,13,15,,,,,,,
Monumen Perjuangan ,44,44,52,65,70,,,,,,,
Museum ,34,34,39,43,43,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
